Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCX42,14.194,low fat,0.229635232,Others,154.3679,OUT013,1987,High,Tier 3,Supermarket Type1,1227.3896
FDV42,19.839,Regular,0.025804564,Dairy,266.0057,OUT018,2009,Medium,Tier 3,Supermarket Type2,3017.2241
DRZ38,6.173,Low fat,0.060504211,Snack Foods,157.6664,OUT049,1999,Medium,Tier 1,Supermarket Type1,1873.5069
DRC53,12.486,low fat,0.19546635,Baking Goods,265.1963,OUT017,2007,,Tier 2,Supermarket Type1,926.209
DRF13,16.654,reg,0.275842123,Frozen Foods,44.1891,OUT035,2004,Small,Tier 2,Supermarket Type1,169.8086
FDF33,,low fat,0.150379208,Seafood,261.2749,OUT010,1998,,Tier 3,Grocery Store,398.6034
DRE46,13.445,LF,0.091263241,Meat,167.8917,OUT046,1997,Small,Tier 1,Supermarket Type1,1229.0157
FDN56,8.001,regular,0.016596333,Household,92.2379,OUT018,2009,Medium,Tier 3,Supermarket Type2,720.5728
NCG48,10.502,Regular,0,Fruits and Vegetables,52.6786,OUT017,2007,,Tier 2,Supermarket Type1,1113.8443
DRF42,21.186,Low Fat,0.044159438,Breakfast,60.844,OUT018,2009,Medium,Tier 3,Supermarket Type2,864.6502
DRZ46,20.724,reg,0.238479986,Breads,154.0693,OUT017,2007,,Tier 2,Supermarket Type1,2605.6255
DRE44,6.753,low fat,0.17659434,Others,229.9901,OUT017,2007,,Tier 2,Supermarket Type1,3792.0543
DRB24,,Low fat,0,Snack Foods,222.8774,OUT046,1997,Small,Tier 1,Supermarket Type1,2851.1348
FDA38,5.498,Regular,0,Fruits and Vegetables,123.7053,OUT018,2009,Medium,Tier 3,Supermarket Type2,1350.1201
FDG48,7.964,Low fat,0.10004818,Fruits and Vegetables,122.5737,OUT018,2009,Medium,Tier 3,Supermarket Type2,818.7528
FDN12,5.686,LF,0.197904131,Health and Hygiene,175.4414,OUT045,2002,,Tier 2,Supermarket Type1,1510.4534
FDS59,,Regular,0,Breakfast,74.219,OUT013,1987,High,Tier 3,Supermarket Type1,1392.4063
NCK28,20.867,Low Fat,0.044411963,Hard Drinks,52.1849,OUT027,1985,Medium,Tier 3,Supermarket Type3,1023.5889
NCG48,6.949,Low Fat,0.21915508,Snack Foods,257.8228,OUT049,1999,Medium,Tier 1,Supermarket Type1,2603.7093
DRH35,20.213,Low Fat,0,Snack Foods,117.2943,OUT010,1998,,Tier 3,Grocery Store,284.123
FDE45,11.881,low fat,0,Meat,209.1203,OUT019,1985,Small,Tier 1,Grocery Store,1072.6361
NCH12,12.19,Regular,0.278367967,Others,74.7581,OUT046,1997,Small,Tier 1,Supermarket Type1,1215.0596
FDV55,17.662,LF,0,Snack Foods,69.2959,OUT013,1987,High,Tier 3,Supermarket Type1,419.1005
FDP54,6.727,low fat,0,Fruits and Vegetables,49.0818,OUT046,1997,Small,Tier 1,Supermarket Type1,422.8228
NCF13,5.614,Regular,0.162231442,Breakfast,83.7238,OUT049,1999,Medium,Tier 1,Supermarket Type1,956.3038
NCB39,4.563,low fat,0.270553073,Fruits and Vegetables,130.1655,OUT013,1987,High,Tier 3,Supermarket Type1,2823.8257
DRE48,16.637,Regular,0.23139128,Fruits and Vegetables,244.8159,OUT046,1997,Small,Tier 1,Supermarket Type1,1876.9576
FDR18,10.79,Regular,0.028080927,Seafood,167.7147,OUT019,1985,Small,Tier 1,Grocery Store,372.7265
NCM24,9.823,Regular,0.063729554,Frozen Foods,117.0061,OUT013,1987,High,Tier 3,Supermarket Type1,2213.7995
NCE30,19.56,regular,0.065300452,Breads,142.9492,OUT046,1997,Small,Tier 1,Supermarket Type1,1668.9799
FDY28,13.1,reg,0.038008135,Fruits and Vegetables,73.9349,OUT049,1999,Medium,Tier 1,Supermarket Type1,324.244
NCG30,15.295,low fat,0,Others,68.4139,OUT046,1997,Small,Tier 1,Supermarket Type1,1177.0444
FDH03,21.03,Low fat,0,Health and Hygiene,145.435,OUT035,2004,Small,Tier 2,Supermarket Type1,1483.9458
DRD34,16.368,LF,0.20594948,Breads,75.6094,OUT018,2009,,Tier 3,Supermarket Type2,201.1966
FDI07,11.125,Low Fat,0.24681334,Dairy,122.4296,OUT010,1998,,Tier 3,Grocery Store,182.6274
FDO55,,regular,0.272194191,Health and Hygiene,260.2322,OUT049,1999,Medium,Tier 1,Supermarket Type1,2794.537
FDK41,19.319,regular,0.095359304,Seafood,181.8009,OUT019,1985,Small,Tier 1,Grocery Store,261.4001
DRJ46,,Regular,0.312133698,Frozen Foods,129.7204,OUT017,2007,,Tier 2,Supermarket Type1,1938.8251
DRH42,20.293,Low fat,0,Baking Goods,196.3449,OUT010,1998,,Tier 3,Grocery Store,125.3681
DRA37,12.425,Regular,0,Fruits and Vegetables,83.9116,OUT018,2009,Medium,Tier 3,Supermarket Type2,1478.7924
FDW44,5.594,Regular,0.075390136,Health and Hygiene,45.422,OUT017,2007,,Tier 2,Supermarket Type1,339.3797
NCD08,8.507,reg,0.25716643,Meat,198.4316,OUT019,1985,Small,Tier 1,Grocery Store,178.4229
NCX13,,Regular,0.223649075,Fruits and Vegetables,262.0067,OUT046,1997,Small,Tier 1,Supermarket Type1,2712.3809
DRF50,6.409,low fat,0.082730168,Fruits and Vegetables,152.4145,OUT049,1999,,Tier 1,Supermarket Type1,2185.1749
FDP17,8.382,Low fat,0,Baking Goods,109.3016,OUT013,1987,High,Tier 3,Supermarket Type1,611.798
FDP06,18.001,Regular,0,Frozen Foods,126.3021,OUT049,1999,Medium,Tier 1,Supermarket Type1,1094.1803
FDV32,9.199,Low Fat,0,Household,235.6137,OUT045,2002,,Tier 2,Supermarket Type1,993.6895
NCJ34,,Regular,0.115619624,Others,69.4907,OUT035,2004,Small,Tier 2,Supermarket Type1,636.5445
NCF58,18.604,reg,0.1872581,Breads,34.2822,OUT049,1999,Medium,Tier 1,Supermarket Type1,262.6161
FDS34,8.706,low fat,0.13218163,Hard Drinks,55.954,OUT035,2004,Small,Tier 2,Supermarket Type1,368.4928
NCA24,4.587,Low fat,0.199193904,Canned,167.174,OUT018,2009,Medium,Tier 3,Supermarket Type2,3423.8558
DRB45,10.606,Low fat,0.047073692,Hard Drinks,184.5742,OUT013,1987,High,Tier 3,Supermarket Type1,3086.617
FDJ56,18.516,LF,0.088428662,Others,53.8257,OUT027,1985,Medium,Tier 3,Supermarket Type3,841.1426
NCH07,15.265,Low Fat,0.12527089,Dairy,196.0112,OUT035,2004,Small,Tier 2,Supermarket Type1,4157.3878
FDT32,8.005,Regular,0.066690293,Health and Hygiene,48.9801,OUT027,1985,Medium,Tier 3,Supermarket Type3,653.1498
NCX17,5.161,Regular,0,Soft Drinks,208.8112,OUT049,1999,Medium,Tier 1,Supermarket Type1,2618.772
FDI34,4.981,reg,0.108690428,Health and Hygiene,178.8888,OUT018,2009,Medium,Tier 3,Supermarket Type2,3848.2809
NCR43,18.377,Regular,0,Dairy,171.9939,OUT046,1997,Small,Tier 1,Supermarket Type1,2929.6375
FDP48,19.339,regular,0.179695222,Starchy Foods,133.1344,OUT049,1999,Medium,Tier 1,Supermarket Type1,2148.4577
NCK47,5.811,LF,0.255351643,Frozen Foods,226.6798,OUT027,1985,Medium,Tier 3,Supermarket Type3,605.3087
NCF25,16.754,Regular,0,Dairy,31.6345,OUT010,1998,,Tier 3,Grocery Store,140.5049
NCA31,17.661,regular,0.249887783,Fruits and Vegetables,176.7422,OUT018,2009,Medium,Tier 3,Supermarket Type2,468.858
DRI26,12.389,Regular,0.05945502,Others,178.7429,OUT013,1987,High,Tier 3,Supermarket Type1,3399.8695
FDO20,17.348,Regular,0.118702312,Fruits and Vegetables,148.544,OUT017,2007,,Tier 2,Supermarket Type1,3165.5417
FDY33,,LF,0.290327743,Soft Drinks,195.5824,OUT018,2009,,Tier 3,Supermarket Type2,2778.8497
DRE20,7.79,regular,0.300202562,Health and Hygiene,198.3428,OUT045,2002,,Tier 2,Supermarket Type1,2085.0994
FDX24,17.326,Low fat,0.283704668,Starchy Foods,72.544,OUT017,2007,,Tier 2,Supermarket Type1,634.6818
NCL27,,low fat,0.325718419,Dairy,184.8152,OUT049,1999,Medium,Tier 1,Supermarket Type1,1838.7965
FDN49,,Low fat,0.187343012,Snack Foods,55.9673,OUT019,1985,Small,Tier 1,Grocery Store,80.1808
NCP37,17.474,LF,0.17489399,Health and Hygiene,215.6357,OUT027,1985,Medium,Tier 3,Supermarket Type3,1521.7751
DRC13,,reg,0.217287407,Meat,47.8641,OUT019,1985,Small,Tier 1,Grocery Store,114.274
FDL42,14.859,low fat,0,Seafood,191.4624,OUT018,2009,Medium,Tier 3,Supermarket Type2,709.109
FDH30,5.496,regular,0,Meat,36.9606,OUT017,2007,,Tier 2,Supermarket Type1,779.6732
NCJ06,17.429,regular,0.29265525,Seafood,103.1854,OUT017,2007,,Tier 2,Supermarket Type1,2257.6686
NCI19,9.945,low fat,0,Others,175.1846,OUT049,1999,Medium,Tier 1,Supermarket Type1,1308.1119
NCG47,,reg,0,Breakfast,97.0574,OUT046,1997,Small,Tier 1,Supermarket Type1,1936.9964
DRD46,18.451,reg,0.045215761,Hard Drinks,95.8253,OUT049,1999,Medium,Tier 1,Supermarket Type1,2079.3773
NCF54,13.961,Low fat,0.100004676,Breads,33.0211,OUT045,2002,,Tier 2,Supermarket Type1,152.1625
DRA22,,Regular,0,Frozen Foods,239.6347,OUT018,2009,Medium,Tier 3,Supermarket Type2,1532.869
DRK23,14.171,Low fat,0.093819178,Household,192.9723,OUT027,1985,Medium,Tier 3,Supermarket Type3,2792.5757
NCJ04,14.543,Low fat,0.070320999,Seafood,130.8268,OUT049,1999,Medium,Tier 1,Supermarket Type1,1375.0416
FDG17,8.443,regular,0.25526605,Dairy,133.4747,OUT035,2004,Small,Tier 2,Supermarket Type1,543.4141
NCG48,15.601,low fat,0,Breads,87.6303,OUT045,2002,,Tier 2,Supermarket Type1,1214.5016
DRZ37,17.148,reg,0,Seafood,152.2412,OUT046,1997,Small,Tier 1,Supermarket Type1,743.3246
DRJ46,13.914,LF,0,Starchy Foods,61.7262,OUT027,1985,Medium,Tier 3,Supermarket Type3,205.2331
FDG08,16.191,regular,0,Household,156.671,OUT049,1999,Medium,Tier 1,Supermarket Type1,2104.0146
FDT19,16.217,Regular,0.024129077,Breakfast,65.7767,OUT049,1999,Medium,Tier 1,Supermarket Type1,971.6136
DRZ34,4.811,Low Fat,0.164539758,Canned,56.0959,OUT010,1998,,Tier 3,Grocery Store,77.3409
FDG26,10.731,LF,0,Soft Drinks,214.6911,OUT010,1998,,Tier 3,Grocery Store,1202.7166
FDE27,4.794,low fat,0.107538284,Hard Drinks,57.5278,OUT049,1999,,Tier 1,Supermarket Type1,1155.1371
FDG08,7.437,Low fat,0.083560028,Seafood,266.8275,OUT046,1997,Small,Tier 1,Supermarket Type1,2345.2531
DRB28,,regular,0,Breakfast,227.6249,OUT017,2007,,Tier 2,Supermarket Type1,2962.4631
DRF04,19.66,Regular,0,Frozen Foods,64.9749,OUT013,1987,High,Tier 3,Supermarket Type1,560.9934
DRJ53,,Low fat,0.272929432,Breakfast,64.1489,OUT046,1997,Small,Tier 1,Supermarket Type1,432.7926
DRC07,9.528,Regular,0.01237065,Frozen Foods,102.4247,OUT046,1997,Small,Tier 1,Supermarket Type1,2039.4221
FDE43,9.587,Regular,0.188821082,Starchy Foods,245.478,OUT018,2009,Medium,Tier 3,Supermarket Type2,5088.419
FDN39,11.625,Low Fat,0.116345274,Snack Foods,129.2868,OUT013,1987,High,Tier 3,Supermarket Type1,503.4131
FDI55,16.966,LF,0,Breakfast,197.5394,OUT017,2007,,Tier 2,Supermarket Type1,1647.4284
DRI49,18.358,Low fat,0,Frozen Foods,237.9512,OUT017,2007,,Tier 2,Supermarket Type1,3914.8019
FDG55,12.148,low fat,0.31960725,Fruits and Vegetables,164.3255,OUT017,2007,,Tier 2,Supermarket Type1,3335.9319
FDK38,18.009,Regular,0,Seafood,197.0773,OUT045,2002,,Tier 2,Supermarket Type1,2151.3898
NCB31,10.654,regular,0.07653524,Meat,106.3459,OUT027,1985,Medium,Tier 3,Supermarket Type3,268.6803
FDN25,6.49,Regular,0,Hard Drinks,245.5145,OUT013,1987,High,Tier 3,Supermarket Type1,615.1656
FDX17,6.763,Regular,0,Starchy Foods,165.9049,OUT018,2009,Medium,Tier 3,Supermarket Type2,1159.4202
NCH16,,Low Fat,0.125803439,Dairy,180.0845,OUT010,1998,,Tier 3,Grocery Store,565.7484
FDU44,12.326,low fat,0,Frozen Foods,125.0135,OUT017,2007,,Tier 2,Supermarket Type1,556.1239
FDN49,18.7,LF,0.174871486,Baking Goods,46.9387,OUT049,1999,Medium,Tier 1,Supermarket Type1,864.7198
FDO50,5.271,Regular,0.221023558,Seafood,37.065,OUT013,1987,High,Tier 3,Supermarket Type1,767.42
FDC25,19.909,Regular,0.215268426,Breads,42.0371,OUT017,2007,,Tier 2,Supermarket Type1,760.5298
NCX25,21.227,regular,0.284840634,Starchy Foods,80.7203,OUT010,1998,,Tier 3,Grocery Store,363.7977
NCM40,,Low Fat,0.200225574,Breakfast,73.0289,OUT019,1985,Small,Tier 1,Grocery Store,118.5793
FDE59,,reg,0,Meat,102.1245,OUT046,1997,Small,Tier 1,Supermarket Type1,666.3337
FDV01,19.709,Low fat,0.168929951,Canned,235.3835,OUT035,2004,Small,Tier 2,Supermarket Type1,4613.0184
NCF18,,low fat,0.168326906,Breakfast,249.1059,OUT010,1998,,Tier 3,Grocery Store,360.1638
DRH49,16.649,Regular,0.175516336,Starchy Foods,165.46,OUT019,1985,Small,Tier 1,Grocery Store,977.0877
NCE60,17.508,Regular,0,Snack Foods,150.4924,OUT017,2007,,Tier 2,Supermarket Type1,1659.7297
FDV60,19.339,Low fat,0.084633903,Seafood,195.8543,OUT010,1998,,Tier 3,Grocery Store,856.2052
FDC22,19.224,Low Fat,0,Fruits and Vegetables,64.8333,OUT017,2007,,Tier 2,Supermarket Type1,492.0376
FDV60,21.286,regular,0,Breakfast,140.3446,OUT013,1987,High,Tier 3,Supermarket Type1,1647.712
FDD19,17.601,Regular,0.117271321,Hard Drinks,74.2273,OUT046,1997,Small,Tier 1,Supermarket Type1,1125.4162
FDA41,10.805,Low fat,0.248524194,Soft Drinks,241.313,OUT027,1985,Medium,Tier 3,Supermarket Type3,3775.7377
FDK43,8.884,Regular,0,Fruits and Vegetables,90.8379,OUT010,1998,,Tier 3,Grocery Store,394.2822
NCR03,13.225,Regular,0.135620041,Canned,157.2042,OUT013,1987,High,Tier 3,Supermarket Type1,756.1259
FDC38,20.93,Low fat,0.06360323,Hard Drinks,142.0832,OUT018,2009,Medium,Tier 3,Supermarket Type2,574.3038
FDW04,8.362,reg,0.178302765,Breads,218.0702,OUT017,2007,,Tier 2,Supermarket Type1,2249.0854
FDU36,18.244,Regular,0.004737421,Others,64.4563,OUT027,1985,Medium,Tier 3,Supermarket Type3,396.1531
FDS51,20.433,Low Fat,0.143579827,Seafood,191.5633,OUT013,1987,High,Tier 3,Supermarket Type1,2623.1102
FDV22,6.357,regular,0,Dairy,43.9383,OUT010,1998,,Tier 3,Grocery Store,271.7344
FDH53,,Low Fat,0.261792884,Seafood,208.7449,OUT017,2007,,Tier 2,Supermarket Type1,4096.6125
NCR53,20.684,low fat,0.013684231,Frozen Foods,228.3239,OUT027,1985,Medium,Tier 3,Supermarket Type3,3707.5729
NCL33,6.393,LF,0.217014386,Soft Drinks,166.9567,OUT027,1985,Medium,Tier 3,Supermarket Type3,1474.2027
FDY11,5.5,,0.278700157,Breakfast,47.6872,OUT027,1985,Medium,Tier 3,Supermarket Type3,770.8676
DRF12,,low fat,0.185778127,Dairy,147.5294,OUT049,1999,Medium,Tier 1,Supermarket Type1,1784.4054
DRJ14,5.301,Low fat,0.076412943,Seafood,229.2836,OUT013,1987,High,Tier 3,Supermarket Type1,984.3553
FDT50,16.454,LF,0.323761457,Dairy,208.5548,OUT013,1987,High,Tier 3,Supermarket Type1,3749.6402
NCL50,8.482,Low fat,0.230293369,Breads,198.2903,OUT017,2007,,Tier 2,Supermarket Type1,3813.6305
DRE52,14.397,low fat,0.121050272,Canned,117.5678,OUT010,1998,,Tier 3,Grocery Store,342.3236
NCR28,6.016,regular,0.254375968,Meat,55.1097,OUT035,2004,Small,Tier 2,Supermarket Type1,408.0703
DRB29,4.652,Low fat,0,Health and Hygiene,79.665,OUT035,2004,Small,Tier 2,Supermarket Type1,884.2151
FDE40,,Regular,0.175964125,Others,120.9236,OUT049,1999,Medium,Tier 1,Supermarket Type1,655.815
FDE15,7.439,Low Fat,0.107066866,Baking Goods,149.9106,OUT046,1997,Small,Tier 1,Supermarket Type1,388.3245
DRD30,,reg,0.087225119,Baking Goods,173.9672,OUT049,1999,Medium,Tier 1,Supermarket Type1,674.6087
NCK15,12.215,Low Fat,0,Meat,200.3041,OUT049,1999,Medium,Tier 1,Supermarket Type1,3096.1505
NCK32,15.998,Regular,0.075057192,Frozen Foods,154.3252,OUT045,2002,,Tier 2,Supermarket Type1,2134.1473
DRK30,11.127,reg,0.02508689,Snack Foods,56.7032,OUT019,1985,Small,Tier 1,Grocery Store,303.4106
FDJ21,8.465,regular,0.196910172,Snack Foods,32.9933,OUT018,2009,Medium,Tier 3,Supermarket Type2,188.0751
FDM55,8.178,low fat,0.050269425,Others,77.2407,OUT046,1997,Small,Tier 1,Supermarket Type1,725.6251
DRK17,8.77,low fat,0.179980569,Soft Drinks,131.3226,OUT027,1985,Medium,Tier 3,Supermarket Type3,2424.9395
FDC26,4.952,regular,0,Starchy Foods,117.7051,OUT049,1999,Medium,Tier 1,Supermarket Type1,989.6037
FDO47,8.838,Regular,0.100978149,Seafood,171.9861,OUT019,1985,Small,Tier 1,Grocery Store,316.6297
DRI45,5.778,regular,0,Starchy Foods,258.8878,OUT017,2007,,Tier 2,Supermarket Type1,1848.0128
DRZ38,15.556,reg,0.128773011,Breakfast,111.1185,OUT045,2002,,Tier 2,Supermarket Type1,1836.8338
DRK41,,low fat,0.040975405,Others,70.8209,OUT013,1987,High,Tier 3,Supermarket Type1,685.4836
DRH14,12.136,regular,0.14171473,Frozen Foods,162.8508,OUT045,2002,,Tier 2,Supermarket Type1,1591.1027
FDM04,9.502,Regular,0.031584042,Meat,83.9365,OUT049,1999,Medium,Tier 1,Supermarket Type1,1672.6207
FDU06,5.695,Regular,0.024735715,Snack Foods,154.7175,OUT019,1985,Small,Tier 1,Grocery Store,102.8706
FDO06,19.427,LF,0,Canned,230.652,OUT013,1987,High,Tier 3,Supermarket Type1,5063.1624
DRZ57,13.694,Regular,0,Others,177.701,OUT035,2004,Small,Tier 2,Supermarket Type1,3589.1547
FDI44,17.679,low fat,0.316181675,Frozen Foods,168.946,OUT035,2004,Small,Tier 2,Supermarket Type1,1821.3213
FDW27,5.932,low fat,0.092253107,Snack Foods,78.9711,OUT017,2007,,Tier 2,Supermarket Type1,1574.2937
FDG03,,regular,0.052043527,Meat,262.2158,OUT046,1997,Small,Tier 1,Supermarket Type1,1534.8464
NCF02,15.048,Low fat,0,Dairy,154.3461,OUT035,2004,Small,Tier 2,Supermarket Type1,1658.2734
DRD36,11.66,regular,0.175302186,Canned,114.5785,OUT046,1997,Small,Tier 1,Supermarket Type1,1960.6149
FDK44,10.918,Regular,0.095386477,Meat,251.011,OUT017,2007,,Tier 2,Supermarket Type1,3703.1318
FDO55,,Regular,0.264185155,Soft Drinks,200.0082,OUT013,1987,High,Tier 3,Supermarket Type1,1022.4308
FDR17,14.513,regular,0.113436697,Starchy Foods,209.9543,OUT027,1985,Medium,Tier 3,Supermarket Type3,1535.5603
NCK25,19.733,LF,0,Frozen Foods,82.3461,OUT018,2009,Medium,Tier 3,Supermarket Type2,1735.2557
NCG50,8.185,low fat,0.175859752,Breakfast,235.6268,OUT013,1987,High,Tier 3,Supermarket Type1,2668.8401
NCL35,11.476,LF,0,Canned,32.6137,OUT045,2002,,Tier 2,Supermarket Type1,177.8622
FDH29,12.061,Regular,0.060047262,Seafood,170.115,OUT027,1985,Medium,Tier 3,Supermarket Type3,3345.7757
FDM46,15.137,low fat,0,Starchy Foods,169.4537,OUT049,1999,Medium,Tier 1,Supermarket Type1,2403.2465
FDL13,19.009,low fat,0,Frozen Foods,69.1911,OUT017,2007,,Tier 2,Supermarket Type1,566.3544
FDQ16,6.377,regular,0,Household,133.7845,OUT027,1985,Medium,Tier 3,Supermarket Type3,2288.9509
FDQ48,,Regular,0.082759082,Snack Foods,54.7989,OUT046,1997,Small,Tier 1,Supermarket Type1,1179.9243
FDR20,15.499,low fat,0.150270971,Canned,78.8524,OUT010,1998,,Tier 3,Grocery Store,91.4517
NCG28,13.979,Regular,0.074630048,Snack Foods,102.9215,OUT045,2002,,Tier 2,Supermarket Type1,1254.7579
NCB22,15.696,Regular,0.313137529,Meat,152.5287,OUT010,1998,,Tier 3,Grocery Store,180.0401
FDL54,13.981,Regular,0.136495895,Meat,264.2727,OUT010,1998,,Tier 3,Grocery Store,848.2954
DRK21,18.1,Regular,0.174631521,Health and Hygiene,51.7482,OUT017,2007,,Tier 2,Supermarket Type1,303.1367
FDX47,,regular,0.133290237,Health and Hygiene,219.7016,OUT017,2007,,Tier 2,Supermarket Type1,1256.9363
DRF17,7.406,Regular,0.079213834,Household,263.0035,OUT049,1999,Medium,Tier 1,Supermarket Type1,4928.0569
DRK21,12.561,low fat,0.059284288,Soft Drinks,153.4918,OUT035,2004,Small,Tier 2,Supermarket Type1,1408.3451
FDR32,6.921,LF,0.209352303,Health and Hygiene,83.3188,OUT018,2009,Medium,Tier 3,Supermarket Type2,1397.6684
FDV37,13.477,Low Fat,0.212096427,Canned,194.1635,OUT046,1997,Small,Tier 1,Supermarket Type1,3713.9124
FDX21,8.866,low fat,0,Meat,213.7367,OUT027,1985,Medium,Tier 3,Supermarket Type3,4529.2128
NCJ53,8.366,low fat,0.062880034,Soft Drinks,216.6575,OUT013,1987,High,Tier 3,Supermarket Type1,2239.2515
FDI54,18.841,reg,0.298307656,Meat,52.9689,OUT027,1985,Medium,Tier 3,Supermarket Type3,209.9749
DRZ45,18.475,Low fat,0,Seafood,238.7264,OUT010,1998,,Tier 3,Grocery Store,289.4362
DRH57,12.769,Low Fat,0,Canned,115.8944,OUT017,2007,,Tier 2,Supermarket Type1,1076.277
NCM48,,Regular,0.073756246,Health and Hygiene,207.7389,OUT045,2002,,Tier 2,Supermarket Type1,3186.8867
FDA03,6.859,low fat,0.119656907,Seafood,193.0229,OUT035,2004,Small,Tier 2,Supermarket Type1,1110.4234
NCL54,,Regular,0.086286956,Starchy Foods,262.21,OUT027,1985,Medium,Tier 3,Supermarket Type3,1236.9355
FDX03,16.184,Regular,0.077053288,Snack Foods,174.3542,OUT018,2009,,Tier 3,Supermarket Type2,3324.4037
FDJ21,11.807,Low Fat,0.083436748,Canned,130.1681,OUT045,2002,,Tier 2,Supermarket Type1,1011.0732
NCE08,11.44,Regular,0,Baking Goods,68.2255,OUT018,2009,Medium,Tier 3,Supermarket Type2,1103.5384
FDC29,13.034,LF,0,Meat,258.9211,OUT049,1999,Medium,Tier 1,Supermarket Type1,4475.8107
DRZ18,13.05,Regular,0.30234496,Baking Goods,86.5807,OUT013,1987,High,Tier 3,Supermarket Type1,1152.1519
FDY37,,Regular,0.289841538,Dairy,58.9045,OUT046,1997,Small,Tier 1,Supermarket Type1,624.8262
NCP58,9.192,low fat,0.127688056,Snack Foods,171.903,OUT010,1998,,Tier 3,Grocery Store,466.3593
NCR56,,regular,0,Soft Drinks,202.8571,OUT045,2002,,Tier 2,Supermarket Type1,2281.7294
DRK24,17.192,regular,0,Hard Drinks,101.9828,OUT046,1997,Small,Tier 1,Supermarket Type1,1410.3815
FDC40,11.937,regular,0.200426005,Fruits and Vegetables,103.7508,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.9349
NCH34,8.196,Regular,0.206686064,Snack Foods,52.3285,OUT027,1985,Medium,Tier 3,Supermarket Type3,191.1034
FDQ43,,low fat,0.291556412,Meat,56.2143,OUT027,1985,Medium,Tier 3,Supermarket Type3,947.9187
NCG15,16.581,low fat,0.175033381,Meat,133.2976,OUT049,1999,Medium,Tier 1,Supermarket Type1,846.0859
NCI38,18.64,low fat,0.187353144,Fruits and Vegetables,97.1607,OUT013,1987,High,Tier 3,Supermarket Type1,1490.9378
FDS35,8.932,Regular,0.037402452,Dairy,121.2202,OUT010,1998,,Tier 3,Grocery Store,303.2643
FDU07,16.083,Regular,0,Starchy Foods,180.1813,OUT049,1999,Medium,Tier 1,Supermarket Type1,2434.2969
FDR19,7.351,reg,0.040156299,Snack Foods,143.3488,OUT049,1999,Medium,Tier 1,Supermarket Type1,2896.108
NCF12,,Regular,0.049360939,Snack Foods,169.4611,OUT027,1985,Medium,Tier 3,Supermarket Type3,614.7699
FDB27,,Regular,0,Frozen Foods,227.7928,OUT049,1999,Medium,Tier 1,Supermarket Type1,2085.5564
FDK26,19.411,reg,0,Dairy,265.4196,OUT045,2002,,Tier 2,Supermarket Type1,2910.4738
DRE20,,low fat,0.173545071,Others,253.025,OUT013,1987,High,Tier 3,Supermarket Type1,1462.2475
NCR25,18.641,low fat,0,Soft Drinks,166.9231,OUT035,2004,Small,Tier 2,Supermarket Type1,3041.5224
FDG18,14.951,low fat,0.035923888,Breakfast,46.8036,OUT049,1999,Medium,Tier 1,Supermarket Type1,919.7277
FDI18,6.493,Regular,0.25996659,Soft Drinks,198.6172,OUT035,2004,,Tier 2,Supermarket Type1,4127.3271
DRZ40,5.159,Regular,0.009934694,Baking Goods,253.0261,OUT018,2009,Medium,Tier 3,Supermarket Type2,4230.0697
FDC17,17.591,Regular,0.264116021,Meat,148.0081,OUT046,1997,Small,Tier 1,Supermarket Type1,1364.9203
DRF21,20.051,Regular,0.098482415,Hard Drinks,55.1894,OUT018,2009,Medium,Tier 3,Supermarket Type2,784.3153
NCB07,,Regular,0,Canned,156.7344,OUT017,2007,,Tier 2,Supermarket Type1,2815.0313
NCX17,5.255,Low fat,0.107047696,Others,189.7134,OUT049,1999,Medium,Tier 1,Supermarket Type1,585.5133
FDU54,14.237,regular,0.251617859,Seafood,137.6515,OUT018,2009,Medium,Tier 3,Supermarket Type2,2920.6813
FDJ47,,Regular,0.092635405,Hard Drinks,32.6094,OUT010,1998,,Tier 3,Grocery Store,75.3023
NCR19,17.795,reg,0.173708632,Breakfast,180.7438,OUT045,2002,,Tier 2,Supermarket Type1,3219.1701
FDK34,9.019,low fat,0.219640566,Frozen Foods,115.8095,OUT027,1985,Medium,Tier 3,Supermarket Type3,548.57
NCG10,18.82,low fat,0,Meat,226.1871,OUT013,1987,High,Tier 3,Supermarket Type1,4160.8955
FDB12,16.319,low fat,0.068405146,Health and Hygiene,201.7622,OUT049,1999,Medium,Tier 1,Supermarket Type1,3207.934
NCH01,17.023,LF,0.094192347,Frozen Foods,230.8166,OUT018,2009,Medium,Tier 3,Supermarket Type2,19524.9179
FDR19,16.265,Regular,0.223641232,Seafood,116.8973,OUT049,1999,Medium,Tier 1,Supermarket Type1,605.8716
FDI31,21.05,Low fat,0.132198147,Frozen Foods,90.3166,OUT046,1997,Small,Tier 1,Supermarket Type1,1925.1106
FDV27,5.539,LF,0,Baking Goods,237.6587,OUT019,1985,Small,Tier 1,Grocery Store,705.1953
NCH45,15.42,Regular,0.043799002,Others,55.1421,OUT046,1997,Small,Tier 1,Supermarket Type1,1180.7864
FDL31,19.662,reg,0.237226304,Baking Goods,68.1912,OUT017,2007,,Tier 2,Supermarket Type1,953.8406
